timestamp,temp,rain_1h,snow_1h,clouds_all,traffic_volume,holiday,weather_main,weather_description,predicted_vehicle_count
2012-10-02 16:15:00,293.86,0.0,0.0,1.0,823,None,Clear,sky is clear,16.982687
2012-10-02 16:30:00,293.86,0.0,0.0,1.0,815,None,Clear,sky is clear,16.982687
2012-10-02 16:45:00,293.86,0.0,0.0,1.0,807,None,Clear,sky is clear,16.982687
2012-10-02 17:00:00,294.14,0.0,0.0,20.0,799,None,Clouds,few clouds,16.982687
2012-10-02 17:15:00,294.14,0.0,0.0,20.0,764,None,Clouds,few clouds,16.982687
2012-10-02 17:30:00,294.14,0.0,0.0,20.0,729,None,Clouds,few clouds,16.982687
2012-10-02 17:45:00,294.14,0.0,0.0,20.0,694,None,Clouds,few clouds,16.982687
2012-10-02 18:00:00,293.1,0.0,0.0,20.0,658,None,Clouds,few clouds,16.982687
2012-10-02 18:15:00,293.1,0.0,0.0,20.0,616,None,Clouds,few clouds,16.982687
2012-10-02 18:30:00,293.1,0.0,0.0,20.0,573,None,Clouds,few clouds,16.982687
2012-10-02 18:45:00,293.1,0.0,0.0,20.0,531,None,Clouds,few clouds,16.982687
2012-10-02 19:00:00,290.97,0.0,0.0,20.0,489,None,Clouds,few clouds,16.982687
2012-10-02 19:15:00,290.97,0.0,0.0,20.0,462,None,Clouds,few clouds,16.982687
2012-10-02 19:30:00,290.97,0.0,0.0,20.0,436,None,Clouds,few clouds,16.982687
2012-10-02 19:45:00,290.97,0.0,0.0,20.0,410,None,Clouds,few clouds,16.982687
2012-10-02 20:00:00,289.38,0.0,0.0,1.0,384,None,Clear,sky is clear,16.982687
2012-10-02 20:15:00,289.38,0.0,0.0,1.0,370,None,Clear,sky is clear,16.982687
2012-10-02 20:30:00,289.38,0.0,0.0,1.0,355,None,Clear,sky is clear,16.982687
2012-10-02 20:45:00,289.38,0.0,0.0,1.0,341,None,Clear,sky is clear,16.982687
2012-10-02 21:00:00,288.61,0.0,0.0,1.0,326,None,Clear,sky is clear,16.982687
2012-10-02 21:15:00,288.61,0.0,0.0,1.0,297,None,Clear,sky is clear,16.982687
2012-10-02 21:30:00,288.61,0.0,0.0,1.0,268,None,Clear,sky is clear,16.982687
2012-10-02 21:45:00,288.61,0.0,0.0,1.0,240,None,Clear,sky is clear,16.982687
2012-10-02 22:00:00,287.16,0.0,0.0,1.0,211,None,Clear,sky is clear,16.982687
2012-10-02 22:15:00,287.16,0.0,0.0,1.0,192,None,Clear,sky is clear,16.982687
2012-10-02 22:30:00,287.16,0.0,0.0,1.0,172,None,Clear,sky is clear,16.982687
2012-10-02 22:45:00,287.16,0.0,0.0,1.0,152,None,Clear,sky is clear,16.982687
2012-10-02 23:00:00,285.45,0.0,0.0,1.0,133,None,Clear,sky is clear,16.982687
2012-10-02 23:15:00,285.45,0.0,0.0,1.0,117,None,Clear,sky is clear,16.982687
2012-10-02 23:30:00,285.45,0.0,0.0,1.0,101,None,Clear,sky is clear,16.982687
2012-10-02 23:45:00,285.45,0.0,0.0,1.0,86,None,Clear,sky is clear,16.982687
2012-10-03 00:00:00,284.63,0.0,0.0,1.0,70,None,Clear,sky is clear,16.982687
2012-10-03 00:15:00,284.63,0.0,0.0,1.0,63,None,Clear,sky is clear,16.982687
2012-10-03 00:30:00,284.63,0.0,0.0,1.0,57,None,Clear,sky is clear,16.982687
2012-10-03 00:45:00,284.63,0.0,0.0,1.0,51,None,Clear,sky is clear,16.982687
2012-10-03 01:00:00,283.47,0.0,0.0,1.0,44,None,Clear,sky is clear,16.982687
2012-10-03 01:15:00,283.47,0.0,0.0,1.0,43,None,Clear,sky is clear,16.982687
2012-10-03 01:30:00,283.47,0.0,0.0,1.0,41,None,Clear,sky is clear,16.982687
2012-10-03 01:45:00,283.47,0.0,0.0,1.0,39,None,Clear,sky is clear,16.982687
2012-10-03 02:00:00,281.18,0.0,0.0,1.0,38,None,Clear,sky is clear,16.982687
2012-10-03 02:15:00,281.18,0.0,0.0,1.0,41,None,Clear,sky is clear,16.982687
2012-10-03 02:30:00,281.18,0.0,0.0,1.0,44,None,Clear,sky is clear,16.982687
2012-10-03 02:45:00,281.18,0.0,0.0,1.0,47,None,Clear,sky is clear,16.982687
2012-10-03 03:00:00,281.09,0.0,0.0,1.0,51,None,Clear,sky is clear,16.982687
2012-10-03 03:15:00,281.09,0.0,0.0,1.0,66,None,Clear,sky is clear,16.982687
2012-10-03 03:30:00,281.09,0.0,0.0,1.0,82,None,Clear,sky is clear,16.982687
2012-10-03 03:45:00,281.09,0.0,0.0,1.0,97,None,Clear,sky is clear,16.982687
2012-10-03 04:00:00,279.53,0.0,0.0,1.0,112,None,Clear,sky is clear,16.982687
2012-10-03 04:15:00,279.53,0.0,0.0,1.0,178,None,Clear,sky is clear,16.982687
2012-10-03 04:30:00,279.53,0.0,0.0,1.0,244,None,Clear,sky is clear,16.982687
2012-10-03 04:45:00,279.53,0.0,0.0,1.0,309,None,Clear,sky is clear,16.982687
2012-10-03 05:00:00,278.62,0.0,0.0,1.0,375,None,Clear,sky is clear,16.982687
2012-10-03 05:15:00,278.62,0.0,0.0,1.0,477,None,Clear,sky is clear,16.982687
2012-10-03 05:30:00,278.62,0.0,0.0,1.0,579,None,Clear,sky is clear,16.982687
2012-10-03 05:45:00,278.62,0.0,0.0,1.0,681,None,Clear,sky is clear,16.982687
2012-10-03 06:00:00,278.23,0.0,0.0,1.0,783,None,Clear,sky is clear,16.982687
2012-10-03 06:15:00,278.23,0.0,0.0,1.0,798,None,Clear,sky is clear,16.982687
2012-10-03 06:30:00,278.23,0.0,0.0,1.0,812,None,Clear,sky is clear,16.982687
2012-10-03 06:45:00,278.23,0.0,0.0,1.0,826,None,Clear,sky is clear,16.982687
2012-10-03 07:00:00,278.23,0.0,0.0,1.0,841,None,Clear,sky is clear,16.982687
2012-10-03 07:15:00,278.23,0.0,0.0,1.0,855,None,Clear,sky is clear,16.982687
2012-10-03 07:30:00,278.23,0.0,0.0,1.0,870,None,Clear,sky is clear,16.982687
2012-10-03 07:45:00,278.23,0.0,0.0,1.0,884,None,Clear,sky is clear,16.982687
2012-10-03 08:00:00,278.12,0.0,0.0,1.0,899,None,Clear,sky is clear,16.982687
2012-10-03 08:15:00,278.12,0.0,0.0,1.0,863,None,Clear,sky is clear,16.982687
2012-10-03 08:30:00,278.12,0.0,0.0,1.0,827,None,Clear,sky is clear,16.982687
2012-10-03 08:45:00,278.12,0.0,0.0,1.0,791,None,Clear,sky is clear,16.982687
2012-10-03 09:00:00,282.48,0.0,0.0,1.0,755,None,Clear,sky is clear,16.982687
2012-10-03 09:15:00,282.48,0.0,0.0,1.0,751,None,Clear,sky is clear,16.982687
2012-10-03 09:30:00,282.48,0.0,0.0,1.0,747,None,Clear,sky is clear,16.982687
2012-10-03 09:45:00,282.48,0.0,0.0,1.0,742,None,Clear,sky is clear,16.982687
2012-10-03 10:00:00,282.48,0.0,0.0,1.0,738,None,Clear,sky is clear,16.982687
2012-10-03 10:15:00,282.48,0.0,0.0,1.0,734,None,Clear,sky is clear,16.982687
2012-10-03 10:30:00,282.48,0.0,0.0,1.0,729,None,Clear,sky is clear,16.982687
2012-10-03 10:45:00,282.48,0.0,0.0,1.0,725,None,Clear,sky is clear,16.982687
2012-10-03 11:00:00,282.48,0.0,0.0,1.0,721,None,Clear,sky is clear,16.982687
2012-10-03 11:15:00,282.48,0.0,0.0,1.0,716,None,Clear,sky is clear,16.982687
2012-10-03 11:30:00,282.48,0.0,0.0,1.0,712,None,Clear,sky is clear,16.982687
2012-10-03 11:45:00,282.48,0.0,0.0,1.0,708,None,Clear,sky is clear,16.982687
2012-10-03 12:00:00,291.97,0.0,0.0,1.0,704,None,Clear,sky is clear,16.982687
2012-10-03 12:15:00,291.97,0.0,0.0,1.0,696,None,Clear,sky is clear,16.982687
2012-10-03 12:30:00,291.97,0.0,0.0,1.0,689,None,Clear,sky is clear,16.982687
2012-10-03 12:45:00,291.97,0.0,0.0,1.0,682,None,Clear,sky is clear,16.982687
2012-10-03 13:00:00,293.23,0.0,0.0,1.0,675,None,Clear,sky is clear,16.982687
2012-10-03 13:15:00,293.23,0.0,0.0,1.0,690,None,Clear,sky is clear,16.982687
2012-10-03 13:30:00,293.23,0.0,0.0,1.0,706,None,Clear,sky is clear,16.982687
2012-10-03 13:45:00,293.23,0.0,0.0,1.0,721,None,Clear,sky is clear,16.982687
2012-10-03 14:00:00,294.31,0.0,0.0,1.0,737,None,Clear,sky is clear,16.982687
2012-10-03 14:15:00,294.31,0.0,0.0,1.0,749,None,Clear,sky is clear,16.982687
2012-10-03 14:30:00,294.31,0.0,0.0,1.0,761,None,Clear,sky is clear,16.982687
2012-10-03 14:45:00,294.31,0.0,0.0,1.0,773,None,Clear,sky is clear,16.982687
2012-10-03 15:00:00,295.17,0.0,0.0,1.0,786,None,Clear,sky is clear,16.982687
2012-10-03 15:15:00,295.17,0.0,0.0,1.0,801,None,Clear,sky is clear,16.982687
2012-10-03 15:30:00,295.17,0.0,0.0,1.0,816,None,Clear,sky is clear,16.982687
2012-10-03 15:45:00,295.17,0.0,0.0,1.0,832,None,Clear,sky is clear,16.982687
2012-10-03 16:00:00,295.13,0.0,0.0,1.0,847,None,Clear,sky is clear,16.982687
2012-10-03 16:15:00,295.13,0.0,0.0,1.0,821,None,Clear,sky is clear,16.982687
2012-10-03 16:30:00,295.13,0.0,0.0,1.0,795,None,Clear,sky is clear,16.982687
2012-10-03 16:45:00,295.13,0.0,0.0,1.0,769,None,Clear,sky is clear,16.982687
2012-10-03 17:00:00,295.13,0.0,0.0,1.0,743,None,Clear,sky is clear,16.982687
2012-10-03 17:15:00,295.13,0.0,0.0,1.0,717,None,Clear,sky is clear,16.982687
2012-10-03 17:30:00,295.13,0.0,0.0,1.0,690,None,Clear,sky is clear,16.982687
2012-10-03 17:45:00,295.13,0.0,0.0,1.0,664,None,Clear,sky is clear,16.982687
2012-10-03 18:00:00,293.66,0.0,0.0,20.0,638,None,Clouds,few clouds,16.982687
2012-10-03 18:15:00,293.66,0.0,0.0,20.0,603,None,Clouds,few clouds,16.982687
2012-10-03 18:30:00,293.66,0.0,0.0,20.0,567,None,Clouds,few clouds,16.982687
2012-10-03 18:45:00,293.66,0.0,0.0,20.0,531,None,Clouds,few clouds,16.982687
2012-10-03 19:00:00,290.65,0.0,0.0,20.0,496,None,Clouds,few clouds,16.982687
2012-10-03 19:15:00,290.65,0.0,0.0,20.0,472,None,Clouds,few clouds,16.982687
2012-10-03 19:30:00,290.65,0.0,0.0,20.0,448,None,Clouds,few clouds,16.982687
2012-10-03 19:45:00,290.65,0.0,0.0,20.0,424,None,Clouds,few clouds,16.982687
2012-10-03 20:00:00,288.19,0.0,0.0,20.0,400,None,Clouds,few clouds,16.982687
2012-10-03 20:15:00,288.19,0.0,0.0,20.0,391,None,Clouds,few clouds,16.982687
2012-10-03 20:30:00,288.19,0.0,0.0,20.0,382,None,Clouds,few clouds,16.982687
2012-10-03 20:45:00,288.19,0.0,0.0,20.0,373,None,Clouds,few clouds,16.982687
2012-10-03 21:00:00,287.1,0.0,0.0,1.0,364,None,Clear,sky is clear,16.982687
2012-10-03 21:15:00,287.1,0.0,0.0,1.0,334,None,Clear,sky is clear,16.982687
2012-10-03 21:30:00,287.1,0.0,0.0,1.0,305,None,Clear,sky is clear,16.982687
2012-10-03 21:45:00,287.1,0.0,0.0,1.0,275,None,Clear,sky is clear,16.982687
2012-10-03 22:00:00,286.25,0.0,0.0,1.0,245,None,Clear,sky is clear,16.982687
2012-10-03 22:15:00,286.25,0.0,0.0,1.0,219,None,Clear,sky is clear,16.982687
2012-10-03 22:30:00,286.25,0.0,0.0,1.0,193,None,Clear,sky is clear,16.982687
2012-10-03 22:45:00,286.25,0.0,0.0,1.0,166,None,Clear,sky is clear,16.982687
2012-10-03 23:00:00,285.26,0.0,0.0,1.0,140,None,Clear,sky is clear,16.982687
2012-10-03 23:15:00,285.26,0.0,0.0,1.0,126,None,Clear,sky is clear,16.982687
2012-10-03 23:30:00,285.26,0.0,0.0,1.0,111,None,Clear,sky is clear,16.982687
2012-10-03 23:45:00,285.26,0.0,0.0,1.0,97,None,Clear,sky is clear,16.982687
2012-10-04 00:00:00,284.55,0.0,0.0,1.0,83,None,Clear,sky is clear,16.982687
2012-10-04 00:15:00,284.55,0.0,0.0,1.0,75,None,Clear,sky is clear,16.982687
2012-10-04 00:30:00,284.55,0.0,0.0,1.0,67,None,Clear,sky is clear,16.982687
2012-10-04 00:45:00,284.55,0.0,0.0,1.0,59,None,Clear,sky is clear,16.982687
2012-10-04 01:00:00,283.47,0.0,0.0,1.0,51,None,Clear,sky is clear,16.982687
2012-10-04 01:15:00,283.47,0.0,0.0,1.0,49,None,Clear,sky is clear,16.982687
2012-10-04 01:30:00,283.47,0.0,0.0,1.0,47,None,Clear,sky is clear,16.982687
2012-10-04 01:45:00,283.47,0.0,0.0,1.0,45,None,Clear,sky is clear,16.982687
2012-10-04 02:00:00,283.17,0.0,0.0,1.0,43,None,Clear,sky is clear,16.982687
2012-10-04 02:15:00,283.17,0.0,0.0,1.0,45,None,Clear,sky is clear,16.982687
2012-10-04 02:30:00,283.17,0.0,0.0,1.0,47,None,Clear,sky is clear,16.982687
2012-10-04 02:45:00,283.17,0.0,0.0,1.0,49,None,Clear,sky is clear,16.982687
2012-10-04 03:00:00,282.04,0.0,0.0,1.0,51,None,Clear,sky is clear,16.982687
2012-10-04 03:15:00,282.04,0.0,0.0,1.0,67,None,Clear,sky is clear,16.982687
2012-10-04 03:30:00,282.04,0.0,0.0,1.0,83,None,Clear,sky is clear,16.982687
2012-10-04 03:45:00,282.04,0.0,0.0,1.0,99,None,Clear,sky is clear,16.982687
2012-10-04 04:00:00,281.69,0.0,0.0,1.0,115,None,Clear,sky is clear,16.982687
2012-10-04 04:15:00,281.69,0.0,0.0,1.0,181,None,Clear,sky is clear,16.982687
2012-10-04 04:30:00,281.69,0.0,0.0,1.0,246,None,Clear,sky is clear,16.982687
2012-10-04 04:45:00,281.69,0.0,0.0,1.0,311,None,Clear,sky is clear,16.982687
2012-10-04 05:00:00,281.32,0.0,0.0,1.0,376,None,Clear,sky is clear,16.982687
2012-10-04 05:15:00,281.32,0.0,0.0,1.0,479,None,Clear,sky is clear,16.982687
2012-10-04 05:30:00,281.32,0.0,0.0,1.0,581,None,Clear,sky is clear,16.982687
2012-10-04 05:45:00,281.32,0.0,0.0,1.0,683,None,Clear,sky is clear,16.982687
2012-10-04 06:00:00,280.74,0.0,0.0,1.0,785,None,Clear,sky is clear,16.982687
2012-10-04 06:15:00,280.74,0.0,0.0,1.0,830,None,Clear,sky is clear,16.982687
2012-10-04 06:30:00,280.74,0.0,0.0,1.0,875,None,Clear,sky is clear,16.982687
2012-10-04 06:45:00,280.74,0.0,0.0,1.0,920,None,Clear,sky is clear,16.982687
2012-10-04 07:00:00,280.57,0.0,0.0,1.0,965,None,Clear,sky is clear,16.982687
2012-10-04 07:15:00,280.57,0.0,0.0,1.0,930,None,Clear,sky is clear,16.982687
2012-10-04 07:30:00,280.57,0.0,0.0,1.0,896,None,Clear,sky is clear,16.982687
2012-10-04 07:45:00,280.57,0.0,0.0,1.0,861,None,Clear,sky is clear,16.982687
2012-10-04 08:00:00,281.86,0.0,0.0,1.0,826,None,Clear,sky is clear,16.982687
2012-10-04 08:15:00,281.86,0.0,0.0,1.0,803,None,Clear,sky is clear,16.982687
2012-10-04 08:30:00,281.86,0.0,0.0,1.0,779,None,Clear,sky is clear,16.982687
2012-10-04 08:45:00,281.86,0.0,0.0,1.0,756,None,Clear,sky is clear,16.982687
2012-10-04 09:00:00,284.98,0.0,0.0,1.0,733,None,Clear,sky is clear,16.982687
2012-10-04 09:15:00,284.98,0.0,0.0,1.0,708,None,Clear,sky is clear,16.982687
2012-10-04 09:30:00,284.98,0.0,0.0,1.0,684,None,Clear,sky is clear,16.982687
2012-10-04 09:45:00,284.98,0.0,0.0,1.0,660,None,Clear,sky is clear,16.982687
2012-10-04 10:00:00,289.18,0.0,0.0,1.0,635,None,Clear,sky is clear,16.982687
2012-10-04 10:15:00,289.18,0.0,0.0,1.0,645,None,Clear,sky is clear,16.982687
2012-10-04 10:30:00,289.18,0.0,0.0,1.0,655,None,Clear,sky is clear,16.982687
2012-10-04 10:45:00,289.18,0.0,0.0,1.0,664,None,Clear,sky is clear,16.982687
2012-10-04 11:00:00,291.55,0.0,0.0,1.0,674,None,Clear,sky is clear,16.982687
2012-10-04 11:15:00,291.55,0.0,0.0,1.0,682,None,Clear,sky is clear,16.982687
2012-10-04 11:30:00,291.55,0.0,0.0,1.0,689,None,Clear,sky is clear,16.982687
2012-10-04 11:45:00,291.55,0.0,0.0,1.0,697,None,Clear,sky is clear,16.982687
2012-10-04 12:00:00,294.97,0.0,0.0,1.0,705,None,Clear,sky is clear,16.982687
2012-10-04 12:15:00,294.97,0.0,0.0,1.0,707,None,Clear,sky is clear,16.982687
2012-10-04 12:30:00,294.97,0.0,0.0,1.0,710,None,Clear,sky is clear,16.982687
2012-10-04 12:45:00,294.97,0.0,0.0,1.0,712,None,Clear,sky is clear,16.982687
2012-10-04 13:00:00,296.38,0.0,0.0,1.0,715,None,Clear,sky is clear,16.982687
2012-10-04 13:15:00,296.38,0.0,0.0,1.0,726,None,Clear,sky is clear,16.982687
2012-10-04 13:30:00,296.38,0.0,0.0,1.0,737,None,Clear,sky is clear,16.982687
2012-10-04 13:45:00,296.38,0.0,0.0,1.0,748,None,Clear,sky is clear,16.982687
2012-10-04 14:00:00,297.32,0.0,0.0,1.0,759,None,Clear,sky is clear,16.982687
2012-10-04 14:15:00,297.32,0.0,0.0,1.0,767,None,Clear,sky is clear,16.982687
2012-10-04 14:30:00,297.32,0.0,0.0,1.0,774,None,Clear,sky is clear,16.982687
2012-10-04 14:45:00,297.32,0.0,0.0,1.0,781,None,Clear,sky is clear,16.982687
2012-10-04 15:00:00,298.17,0.0,0.0,1.0,789,None,Clear,sky is clear,16.982687
2012-10-04 15:15:00,298.17,0.0,0.0,1.0,809,None,Clear,sky is clear,16.982687
2012-10-04 15:30:00,298.17,0.0,0.0,1.0,829,None,Clear,sky is clear,16.982687
2012-10-04 15:45:00,298.17,0.0,0.0,1.0,849,None,Clear,sky is clear,16.982687
2012-10-04 16:00:00,298.06,0.0,0.0,20.0,869,None,Clouds,few clouds,16.982687
2012-10-04 16:15:00,298.06,0.0,0.0,20.0,860,None,Clouds,few clouds,16.982687
2012-10-04 16:30:00,298.06,0.0,0.0,20.0,852,None,Clouds,few clouds,16.982687
2012-10-04 16:45:00,298.06,0.0,0.0,20.0,844,None,Clouds,few clouds,16.982687
2012-10-04 17:00:00,297.67,0.0,0.0,20.0,836,None,Clouds,few clouds,16.982687
2012-10-04 17:15:00,297.67,0.0,0.0,20.0,796,None,Clouds,few clouds,16.982687
2012-10-04 17:30:00,297.67,0.0,0.0,20.0,757,None,Clouds,few clouds,16.982687
2012-10-04 17:45:00,297.67,0.0,0.0,20.0,717,None,Clouds,few clouds,16.982687
2012-10-04 18:00:00,296.36,0.0,0.0,40.0,677,None,Clouds,scattered clouds,16.982687
2012-10-04 18:15:00,296.36,0.0,0.0,40.0,629,None,Clouds,scattered clouds,16.982687
2012-10-04 18:30:00,296.36,0.0,0.0,40.0,580,None,Clouds,scattered clouds,16.982687
2012-10-04 18:45:00,296.36,0.0,0.0,40.0,532,None,Clouds,scattered clouds,16.982687
2012-10-04 19:00:00,293.85,0.0,0.0,40.0,484,None,Clouds,scattered clouds,16.982687
2012-10-04 19:15:00,293.85,0.0,0.0,40.0,467,None,Clouds,scattered clouds,16.982687
2012-10-04 19:30:00,293.85,0.0,0.0,40.0,451,None,Clouds,scattered clouds,16.982687
2012-10-04 19:45:00,293.85,0.0,0.0,40.0,435,None,Clouds,scattered clouds,16.982687
2012-10-04 20:00:00,292.43,0.0,0.0,40.0,419,None,Clouds,scattered clouds,16.982687
2012-10-04 20:15:00,292.43,0.0,0.0,40.0,412,None,Clouds,scattered clouds,16.982687
2012-10-04 20:30:00,292.43,0.0,0.0,40.0,404,None,Clouds,scattered clouds,16.982687
2012-10-04 20:45:00,292.43,0.0,0.0,40.0,397,None,Clouds,scattered clouds,16.982687
2012-10-04 21:00:00,291.77,0.0,0.0,75.0,390,None,Clouds,broken clouds,16.982687
2012-10-04 21:15:00,291.77,0.0,0.0,75.0,361,None,Clouds,broken clouds,16.982687
2012-10-04 21:30:00,291.77,0.0,0.0,75.0,332,None,Clouds,broken clouds,16.982687
2012-10-04 21:45:00,291.77,0.0,0.0,75.0,304,None,Clouds,broken clouds,16.982687
2012-10-04 22:00:00,291.36,0.0,0.0,75.0,275,None,Clouds,broken clouds,16.982687
2012-10-04 22:15:00,291.36,0.0,0.0,75.0,246,None,Clouds,broken clouds,16.982687
2012-10-04 22:30:00,291.36,0.0,0.0,75.0,218,None,Clouds,broken clouds,16.982687
2012-10-04 22:45:00,291.36,0.0,0.0,75.0,189,None,Clouds,broken clouds,16.982687
2012-10-04 23:00:00,291.12,0.0,0.0,75.0,161,None,Clouds,broken clouds,16.982687
2012-10-04 23:15:00,291.12,0.0,0.0,75.0,142,None,Clouds,broken clouds,16.982687
2012-10-04 23:30:00,291.12,0.0,0.0,75.0,124,None,Clouds,broken clouds,16.982687
2012-10-04 23:45:00,291.12,0.0,0.0,75.0,105,None,Clouds,broken clouds,16.982687
2012-10-05 00:00:00,290.63,0.0,0.0,75.0,87,None,Clouds,broken clouds,16.982687
2012-10-05 00:15:00,290.63,0.0,0.0,75.0,78,None,Clouds,broken clouds,16.982687
2012-10-05 00:30:00,290.63,0.0,0.0,75.0,70,None,Clouds,broken clouds,16.982687
2012-10-05 00:45:00,290.63,0.0,0.0,75.0,62,None,Clouds,broken clouds,16.982687
2012-10-05 01:00:00,290.46,0.0,0.0,40.0,54,None,Clouds,scattered clouds,16.982687
2012-10-05 01:15:00,290.46,0.0,0.0,40.0,53,None,Clouds,scattered clouds,16.982687
2012-10-05 01:30:00,290.46,0.0,0.0,40.0,53,None,Clouds,scattered clouds,16.982687
2012-10-05 01:45:00,290.46,0.0,0.0,40.0,53,None,Clouds,scattered clouds,16.982687
2012-10-05 02:00:00,290.46,0.0,0.0,40.0,52,None,Clouds,scattered clouds,16.982687
2012-10-05 02:15:00,290.46,0.0,0.0,40.0,52,None,Clouds,scattered clouds,16.982687
2012-10-05 02:30:00,290.46,0.0,0.0,40.0,51,None,Clouds,scattered clouds,16.982687
2012-10-05 02:45:00,290.46,0.0,0.0,40.0,51,None,Clouds,scattered clouds,16.982687
2012-10-05 03:00:00,289.26,0.0,0.0,0.0,51,None,Clear,sky is clear,16.982687
2012-10-05 03:15:00,289.26,0.0,0.0,0.0,87,None,Clear,sky is clear,16.982687
2012-10-05 03:30:00,289.26,0.0,0.0,0.0,124,None,Clear,sky is clear,16.982687
2012-10-05 03:45:00,289.26,0.0,0.0,0.0,161,None,Clear,sky is clear,16.982687
2012-10-05 04:00:00,289.26,0.0,0.0,0.0,197,None,Clear,sky is clear,16.982687
2012-10-05 04:15:00,289.26,0.0,0.0,0.0,234,None,Clear,sky is clear,16.982687
2012-10-05 04:30:00,289.26,0.0,0.0,0.0,270,None,Clear,sky is clear,16.982687
2012-10-05 04:45:00,289.26,0.0,0.0,0.0,307,None,Clear,sky is clear,16.982687
2012-10-05 05:00:00,283.21,0.0,0.0,75.0,344,None,Clouds,broken clouds,16.982687
2012-10-05 05:15:00,283.21,0.0,0.0,75.0,449,None,Clouds,broken clouds,16.982687
2012-10-05 05:30:00,283.21,0.0,0.0,75.0,554,None,Clouds,broken clouds,16.982687
2012-10-05 05:45:00,283.21,0.0,0.0,75.0,659,None,Clouds,broken clouds,16.982687
2012-10-05 06:00:00,282.24,0.0,0.0,90.0,764,None,Clouds,overcast clouds,16.982687
2012-10-05 06:15:00,282.24,0.0,0.0,90.0,802,None,Clouds,overcast clouds,16.982687
2012-10-05 06:30:00,282.24,0.0,0.0,90.0,840,None,Clouds,overcast clouds,16.982687
2012-10-05 06:45:00,282.24,0.0,0.0,90.0,877,None,Clouds,overcast clouds,16.982687
2012-10-05 07:00:00,281.69,0.0,0.0,90.0,915,None,Clouds,overcast clouds,16.982687
2012-10-05 07:15:00,281.69,0.0,0.0,90.0,877,None,Clouds,overcast clouds,16.982687
2012-10-05 07:30:00,281.69,0.0,0.0,90.0,839,None,Clouds,overcast clouds,16.982687
2012-10-05 07:45:00,281.69,0.0,0.0,90.0,802,None,Clouds,overcast clouds,16.982687
2012-10-05 08:00:00,280.57,0.0,0.0,90.0,764,None,Clouds,overcast clouds,16.982687
2012-10-05 08:15:00,280.57,0.0,0.0,90.0,759,None,Clouds,overcast clouds,16.982687
